Country Name,Diabetes Rate,Inactivity Rate,che_gdp,Diabetes Mortality Rate
Venezuela (Bolivarian Republic of),55.34158299,0.6783176184883998,0.09183673469387754,0.20191253831454758
Afghanistan,57.92835787,0.4832904700560609,1.0,0.21183575464779253
Bahrain,144.671712,0.5661656813680919,0.10714285714285712,0.5445949271441894
Djibouti,57.97612563,0.2251539259176326,0.0357142857142857,0.21201899819940553
Egypt,39.74325084,0.4903045568890379,0.1224489795918367,0.14207523837824246
Iran (Islamic Republic of),26.90008463,0.6869639520761546,0.18367346938775508,0.09280712552813947
Iraq,57.53245175,0.7775019151756728,0.1530612244897959,0.2103170055263322
Jordan,45.99672692,0.4024860277863552,0.260204081632653,0.1660644136467964
Kuwait,19.17140145,0.9555072711498557,0.18367346938775508,0.06315885742440272
Lebanon,21.71929676,0.8814324381513696,0.40306122448979587,0.07293292649824118
Libya,29.40088604,0.6756851922564634,,0.10240053606795188
Morocco,32.8363112,0.3438363001864669,0.17857142857142855,0.11557928900966617
Oman,64.76065752,0.6018511753145226,0.11224489795918367,0.23804537497644815
Pakistan,65.64907692,0.6770951436292894,0.0357142857142857,0.24145347127775896
Qatar,127.9126042,0.8005242643416636,0.0357142857142857,0.4803047357025697
Saudi Arabia,37.95048569,0.7698434980141541,0.19387755102040813,0.13519795015509706
Sudan,23.02246045,0.2587572862205621,0.030612244897959162,0.07793203767466475
Syrian Arab Republic,21.94920437,0.5539683591376638,,0.07381488301031668
Tunisia,20.35595642,0.48329149460401716,0.24489795918367344,0.06770296959930155
United Arab Emirates,62.63645006,1.0,0.15816326530612243,0.22989662947669567
Yemen,22.81962219,0.4176104520032107,,0.07715392282972743
Albania,5.509274028,0.34022011876922437,0.260204081632653,0.01074909922354063
Andorra,,0.38638563494866107,0.3112244897959184,
Armenia,19.16719393,0.37653897249992696,0.5153061224489797,0.06314271681181627
Austria,11.04000027,0.26894786577479185,0.5051020408163264,0.03196570891140061
Azerbaijan,30.9680329,0.33456210784885143,0.12755102040816327,0.10841232218740947
Belarus,2.707208758,0.17846863291658058,0.2244897959183673,0.0
Belgium,5.297140794,0.3580413738787731,0.4489795918367347,0.00993532760826467
Bosnia and Herzegovina,38.53838447,0.28970202338842793,0.3775510204081632,0.13745320894127747
Bulgaria,9.858879268,0.46633795280202306,0.32653061224489793,0.027434769899581758
Croatia,19.86057362,0.40587786472573356,0.30102040816326525,0.06580261455481133
Cyprus,17.4685474,0.6011047527227106,0.36734693877551017,0.056626480272939
Czechia,16.89255718,0.3258215473736749,0.3724489795918367,0.054416904324492595
Denmark,10.65314034,0.14885155227724028,0.4387755102040817,0.030481662191396124
Estonia,7.694384533,0.20875480642045113,0.2704081632653061,0.01913147699472152
Finland,4.430482529,0.10845680088510223,0.41326530612244905,0.006610709947453876
France,6.627179117,0.32287264615919387,0.5153061224489797,0.015037533491227054
Georgia,28.36946713,0.33611510187864496,0.31632653061224486,0.09844387441437588
Germany,8.763067065,0.14632474905845422,0.5459183673469387,0.023231086913848287
Greece,7.198435355,0.5122851929799518,0.3571428571428571,0.0172289492480515
Hungary,13.51508942,0.4211409181622065,0.2653061224489796,0.04146048376382895
Iceland,5.017077848,0.3660410758456537,0.3826530612244897,0.008860968481936717
Ireland,6.060922206,0.3030651235702955,0.22959183673469385,0.012865295825130641
Israel,18.18037745,0.37614245667858554,0.29081632653061223,0.059357156078270225
Italy,10.42152421,0.589355678104276,0.36734693877551017,0.02959315156682295
Kazakhstan,15.44067361,0.402482418225094,0.086734693877551,0.048847283687155185
Kyrgyzstan,8.181700127,0.2707839975728616,0.16326530612244897,0.02100088515204279
Latvia,12.38908817,0.18589622730469638,0.346938775510204,0.03714099153369943
Lithuania,9.3807508,0.27632158470268564,0.2857142857142857,0.025600604793166698
Luxembourg,6.603208168,0.17690867196068458,0.17857142857142855,0.014945577707026701
Malta,17.27353318,0.599242455546066,0.4285714285714285,0.0558783794976914
Monaco,,,0.07653061224489795,
Montenegro,19.34266455,0.3161714405097765,0.4285714285714285,0.06381584570905861
Netherlands (Kingdom of the),6.62108355,0.10588535259506607,0.4642857142857143,0.015014150076426465
North Macedonia,35.10012951,0.3689726070317074,0.3214285714285714,0.12426360050618535
Norway,5.788506535,0.511012026640422,0.40306122448979587,0.011820272674179415
Poland,12.26345961,0.5402149061844685,0.21428571428571427,0.03665906348184126
Portugal,13.00767794,0.7716967003574025,0.4540816326530611,0.03951398508512986
Republic of Moldova,8.034362572,0.12728357257854767,0.2857142857142857,0.020435678475736897
Romania,6.542216854,0.5368881832082785,0.21938775510204078,0.014711606823843055
Russian Federation,8.088462965,0.24291558386068063,0.2653061224489796,0.020643214859209343
San Marino,,0.36202628222432853,0.29591836734693877,
Serbia,22.5846554,0.6645173830992949,0.39795918367346933,0.07625255862276631
Slovakia,9.390783348,0.3247012751137687,0.2857142857142857,0.025639090996565143
Slovenia,6.854712409,0.25657183085624297,0.3724489795918367,0.015910381800134165
Spain,6.171003738,0.30189129109569224,0.4336734693877551,0.013287583386671763
Sweden,8.448436456,0.094577292280054,0.4642857142857143,0.022024121583271238
Switzerland,5.841789359,0.2575380583903593,0.489795918367347,0.012024672753013572
Tajikistan,36.31744416,0.5209009162272294,0.29591836734693877,0.12893338321939088
Türkiye,26.78287024,0.6571755354939783,0.1224489795918367,0.09235747536401721
Turkmenistan,21.07425028,0.14808730255098962,0.173469387755102,0.07045844144910611
Ukraine,3.510019886,0.15864470179810608,0.29591836734693877,0.0030796914565214867
United Kingdom of Great Britain and Northern Ireland,4.308400948,0.2567510164126514,0.520408163265306,0.006142388584070463
Uzbekistan,30.02640973,0.4579364073644286,0.28061224489795916,0.10480012906904043
Bangladesh,28.47340899,0.27749221743521013,0.010204081632653047,0.09884260936840475
Bhutan,36.12477092,0.11368730262034364,0.08163265306122447,0.12819426275826007
India,32.39841547,0.7364572473042902,0.056122448979591816,0.11389946209709226
Indonesia,57.29997632,0.2569800107620093,0.07653061224489795,0.20942519851139238
Maldives,30.35078606,0.3455898691815399,0.39795918367346933,0.10604448029606876
Myanmar,59.25715117,0.3043024464936331,0.173469387755102,0.21693318445508464
Nepal,23.35892563,0.08729949626050636,0.16326530612244897,0.07922276335611417
Sri Lanka,56.79189839,0.5435965291688369,0.09693877551020405,0.2074761432408629
Thailand,29.28231872,0.4126055509992506,0.1530612244897959,0.10194569588239501
Timor-Leste,34.76396671,0.3819264712352998,0.4693877551020407,0.1229740347950828
Australia,9.403350357,0.35891652698071774,0.42346938775510207,0.025687299733217497
Brunei Darussalam,70.80441846,0.4702968061049376,0.0,0.26123005476351785
Cambodia,42.29442239,0.1667227895647773,0.2704081632653061,0.15186187554934016
China,12.38135444,0.3332069934350986,0.16326530612244897,0.037111323905315435
Cook Islands,,0.3582410188697538,0.08163265306122447,
Fiji,263.3862863,0.2023074364677615,0.16326530612244897,1.0
Japan,3.324918437,0.6628292905997638,0.4387755102040817,0.002369617403991603
Kiribati,235.7047679,0.4602588999584639,0.6428571428571429,0.8938099725493311
Lao People's Democratic Republic,55.14339479,0.20713893667069688,0.02551020408163265,0.20115226172515363
Malaysia,26.66457333,0.5864357794780948,0.11224489795918367,0.09190367250758759
Marshall Islands,,0.3417437003915357,0.5255102040816326,
Micronesia (Federated States of),208.1655043,0.4195431907924158,0.4489795918367347,0.788165653643212
Mongolia,11.6228301,0.39037374303629524,0.23979591836734693,0.03420152252366144
Nauru,,0.5163132426756032,0.5561224489795917,
New Zealand,9.910942633,0.25192854799400716,0.39795918367346933,0.02763449196968771
Niue,,0.07348153619175855,0.5918367346938775,
Palau,,0.3667024924816503,0.7244897959183673,
Papua New Guinea,102.7282214,0.15409679646945817,0.005102040816326512,0.38369405625154107
Philippines,66.4344486,0.6741306377613211,0.18877551020408162,0.24446626266633312
Republic of Korea,9.071409755,0.8727301957697565,0.3622448979591837,0.024413930941483458
Samoa,100.8783545,0.1699094962410399,0.23469387755102036,0.3765977180358208
Singapore,3.889654701,0.3228058141078945,0.173469387755102,0.004536021663685252
Solomon Islands,98.92451937,0.23274007304254574,0.13265306122448978,0.36910254370720524
Tonga,113.3551022,0.4408795438416167,0.2091836734693877,0.4244602002021918
Tuvalu,,0.34277751656621136,0.9081632653061225,
Vanuatu,101.0941936,0.07600210858274305,0.11224489795918367,0.37742570585147217
Viet Nam,44.78948888,0.4354130918645083,0.1224489795918367,0.16143328616474714
